,nn,class,text,presence_of_ruble,content_element,url,length,class_ob,element_id,style,enclosure,href,count,location_x,location_y,size_width,size_height,integer,float,n_digits,presence_of_vendor,presence_of_link,presence_of_at,has_point,writing_form,font-size,hue,saturation,brightness,font-family,ratio_coordinate_to_height,distance_btw_el_and_ruble,distance_btw_el_and_article,id_xpath,id_element,font_size,font_family
0,,,+7(965)340-65-25,0,div,https://allflorarium.ru/,16,None,,top: 10px; position: relative; display: block; float: left;vertical-align: bottom; padding: 0 10px; font-size: 20px;,12,None,1,981.0,35.0,209.86666870117188,25.0,0,0,11,0,0,0,1,0,,0.0,0.0,1.0,,0.008653,125.196,0.0,div//[document][0]/html[0]/body[87]/div[88]/div[89]/header[90]/div[92]/div[93]/div[94]/div[200]/div[201]/div[207]///https://allflorarium.ru/,header_tel,20,"""Open Sans"", Arial, Tahoma, sans-serif"
